"Country Name","Country Code","Year","average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)","average_value_Births attended by skilled health staff (% of total)","average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)"
"China","CHN","1960","","","68.0544","","","","","","","","","","","","","","","","","","","","","","5.756","45.191","42.433","397.316","499.659","","","","","","","","","","","","","","","","","","36.1245156","26.8520766","",""
"Comoros","COM","1993","","","106.349","","","","","","","","","","","","","","","","","","","","","","6.053","59.611","56.492","259.834","312.786","","","","","","","","","","","","","","41.71091","","","","57.7545696","50.8013074","",""
"Comoros","COM","1998","","","97.5918","","","","","","","","","","","","","","","","","","","","","","5.552","60.87","57.748","246.887","298.634","40.6292610168457","41.8126487731934","","","","","","","","","","","","","","","","59.703836","52.7518456","",""
"Caribbean small states","CSS","2006","91.01731","90.42761","66.458313868353","","25424","28979","","","","","","","","","","","","","","","","","","","2.24718402757169","74.4101201759726","70.0476610245436","128.243680208933","212.513503490763","86.44567","81.52491","83.53107","","","3.13368","4.92695","90.82219","77.75287","84.39413","72.57661","22.7731704711914","11.7586603164673","51.12808","50.85492","61.06589","45.97719","80.0845802073323","70.4568784065984","75.6580505371094","71.6375503540039"
"Czech Republic","CZE","2005","","","11.2142","99.8","","","","","","","","","","","","","","","","","","","","","1.29","79.1","72.9","69.669","154.618","99.200309753418","99.5331726074219","83.5648727416992","99.81965","99.7419","0.86318","1.27246","96.5692672729492","","94.8168029785156","","52.0300102233887","44.8274917602539","50.97256","49.19183","67.2388305664063","46.43295","88.8582576","76.251391","",""
"Czech Republic","CZE","2013","89.33868","86.6735","10.996","99.8","2005","3043","","","","","","","99.8353805541992","99.7615203857422","99.7996520996094","19.6054706573486","20.3322505950928","19.9570407867432","17.3943004608154","19.2276306152344","18.2811603546143","84.7268981933594","93.89013671875","89.1595687866211","1.46","81.3","75.2","56.719","120.786","99.3900604248047","99.1931610107422","","100","99.4392","0.47068","0.68664","104.375480651855","88.7365","103.641937255859","86.86255","76.7636032104492","54.0084991455078","51.1713","48.84565","","45.41385","90.6532024","80.5642632","",""
"Djibouti","DJI","1963","","","46.836","","","","","","","","","","","","","","","","","","","","","","6.561","46.633","44.013","366.4","419.38","","","","","","","","","","","","","","","","","","40.533346","35.3973892","",""
"Djibouti","DJI","1989","22.8225","30.57318","48.1594","","34628","31735","","","","","","","","","","","","","","","","","","","6.137","58.065","54.958","264.274","318.311","","","","","","","","8.75998020172119","","12.4742097854614","","","","34.40942","40.90092","","58.83347","56.2793668","50.090123","",""
"Dominica","DMA","1972","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","","","","","","","","","","","","","","59.01876","","","72.59887","","","",""
"Dominican Republic","DOM","1964","","","157.7808","","","","","","","","","","","","","","","","","","","","","","7.186","55.855","52.995","235.7","273.778","","","","","","","","","","","","","","","","","","54.8260042","49.426701","",""
"Dominican Republic","DOM","1974","","","124.9414","","","","","","","","","","","","","","","","","","","","","","5.388","62.075","58.671","201.72","242.129","","","","","","","","","","","","","","","","","","62.5468126","56.4066848","",""
"Dominican Republic","DOM","2018","94.0781","93.6644","93.0342","","31319","34506","","","","","","","","","","","","","","","","","","","2.346","77.196","70.805","114.55","197.349","94.2157135009766","89.8801727294922","81.2065963745117","","","2.8143","6.28867","82.9858932495117","74.54667","76.966178894043","66.76219","","","50.34947","51.26201","","61.51566","81.5210248","71.122995","94.8679504394531","94.7947463989258"
"Early-demographic dividend","EAR","1981","","","107.753920117998","","39300000","21800000","","","","","","","","","","","","","","","","","","","5.09333779447012","57.837996778079","55.3881706702958","241.180502012254","293.038189926067","56.85964","57.07179","43.57314","","","9.3729","10.44301","25.57609","","40.60413","","5.2772102355957","9.31707000732422","37.11346","37.45274","35.84896","41.94385","56.6254862066723","50.4797345888396","",""
"Europe & Central Asia","ECS","1984","","","36.313647976336","","1755414","1560737","","","","","","","","","","","","","","","","","","","2.10632046415852","74.9623869699558","67.1549197639123","105.121340477894","234.625894106842","","","78.25533","","","2.93762","4.15118","88.01803","","88.6767","","29.6884498596191","28.4081993103027","50.05395","48.83599","","44.75654","82.3775164321056","66.3983774111552","",""
"Euro area","EMU","2018","97.69648","96.98369","6.50170336977398","98.8519411277507","107430","135071","","","","","","","","","","","","","","","","","","","1.52586341015377","84.7028210115238","79.5519255139138","","","97.05403","95.58404","85.16976","","","1.87595","2.83545","108.2542","91.01464","108.8583","90.22215","81.5580062866211","69.1055679321289","50.40438","48.32282","63.42793","41.89468","92.9389424888244","86.461644465108","",""
"Estonia","EST","1992","","","47.089","98.9","","","","","","","","","","","","","","","","","","","","","1.71","74.6","63.4","111.714","323.353","","","","","","","","105.606079101563","","98.1326370239258","","25.0112590789795","24.0612907409668","52.59718","50.84002","","45.85259","79.956885","52.870226","",""
"Faroe Islands","FRO","1982","","","","","","","","","","","","","","","","","","","","","","","","","2.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"Faroe Islands","FRO","2007","","","","","","","","","","","","","","","","","","","","","","","","","2.6","82.4","77.6","","","","","","","","","","","","","","","","","","","","","","",""
"Gabon","GAB","2001","","","134.1064","85.5","","","","","","","","","","","","","","","","","","","","","4.455","59.133","56.751","315.948","327.997","","","47.8236694335938","","","35.5604","37.39794","","","","","6.542799949646","9.57682991027832","","","","32.65708","54.7127196","49.4337428","94.6165771484375","95.8466491699219"
"Gabon","GAB","2011","","","108.2882","","","","","","","","","","","","","","","","","","","","","","4.129","63.577","60.734","255.563","277.727","","","52.8508605957031","","","","","","","","","","","51.65457","","","","63.0323982","57.670212","",""
"United Kingdom","GBR","2010","98.17527","98.21677","21.2306","","34458","33662","","","","","","","99.7409515380859","99.8763275146484","99.8078689575195","34.0222206115723","33.5963706970215","33.811710357666","33.8840599060059","33.5139312744141","33.7010917663574","84.5431976318359","88.351692199707","86.4258270263672","1.92","82.4","78.5","57.445","91.112","","","86.9753112792969","","","0","0","103.091003417969","96.79978","102.726928710938","95.56562","67.5245132446289","50.5397109985352","49.15589","48.91182","","47.31164","90.7765492","85.8901634","",""
"Guinea","GIN","1997","","","174.368","","","","","","","","","","","","","","","","","","","","","","6.273","51.829","51.339","292.499","309.97","","","24.792200088501","","","","","","","","","0.263830006122589","2.32327008247375","25.70248","","","","48.998595","46.803474","",""
"Guinea","GIN","2007","62.21745","72.79655","155.379","46.1","301297","220419","","","","","","","","","","","","","","","","","","","5.575","55.513","54.038","283","325","49.499641418457","59.7248497009277","26.0869598388672","","","9.50865","8.71157","","","","","3.60260009765625","13.2119798660278","35.51055","","","","53.952979","48.92494","",""
"Equatorial Guinea","GNQ","1967","","","179.787","","","","","","","","","","","","","","","","","","","","","","5.776","40.323","37.452","434.491","496.429","","","","","","","","","","","","","","","","","","32.11558","27.077314","",""
"Greece","GRC","1985","94.44021","93.73216","36.3462","99.7","24090","29058","","","","","","","","","","","","","","","","","","","1.67","78.438","71.879","75.878","146.614","98.5259170532227","98.5317001342773","47.9363212585449","97.47993","100","0.12815","0.20418","85.9278106689453","78.75046","86.6996307373047","76.86719","22.7409896850586","21.824239730835","50.41467","47.81426","52.6577796936035","29.85533","87.0506544","76.1001356","",""
"Haiti","HTI","1997","57.36856","58.84027","71.333","","274850","271092","","","","","","","","","","","","","","","","","","","4.669","58.306","54.497","276.545","341.221","","","32.6433410644531","","","16.64743","17.14421","","","","","","","47.75595","","","","55.970598","48.539887","",""
"IBRD only","IBD","2016","96.1327","96.46158","29.4769069055543","","6758831","6489949","","","","","","","","","","","","","","","","","","","2.09070105814323","75.4042490094721","70.6877598789799","100.354495501718","164.214855148753","90.73875","90.01362","65.7497","93.93048","94.54036","1.57349","2.05221","84.14927","73.91245","82.47063","71.98174","43.9999618530273","38.0573806762695","48.77964","48.24049","54.70337","43.78524","82.3729656054942","73.9030039501067","89.3003921508789","85.8997497558594"
"IDA only","IDX","1981","","","144.011939104309","","17600000","13100000","","","","","","","","","","","","","","","","","","","6.54844022048516","50.7963747973437","48.4863608967131","310.856863689891","355.574921800355","45.60215","47.21572","31.98866","55.36368","57.51691","14.56548","14.6597","13.35182","","26.03374","","2.08951997756958","4.31564998626709","33.67217","33.62461","27.50868","32.94356","46.7100866425311","41.948850687781","",""
"Iraq","IRQ","1984","","","80.231","","","","","","","","","","","","","","","","","","","","","","6.276","66.667","54.396","184.762","389.224","55.0741882324219","77.8154525756836","60.5187301635742","70.56039","94.56623","","","34.1359786987305","","61.3948402404785","","6.20823001861572","12.9053201675415","34.45727","34.77005","49.1291809082031","37.60273","69.3352922","49.821017","",""
"Israel","ISR","1989","","","20.8888","","","","","","","","","","","","","","","","","","","","","","2.886","78.1","74.6","72.713","116.23","","","81.4887390136719","","","","","94.2097778320313","","87.9073486328125","","32.934268951416","34.8231315612793","52.11036","50.51948","62.6029891967773","45.2129","87.1476364","80.1983134","",""
"Jordan","JOR","2015","","","26.7598","","","","","","","","","","","","","","","","","","","","","","3.071","75.817","72.441","92.476","127.408","","","","","","","","","","","","38.1828804016113","35.1098518371582","","","","","84.3183322","78.1891968","",""
"Japan","JPN","2012","","","4.479","99.8","","","","","","","","","","","","","","","","","","","","","1.41","86.41","79.94","39.807","76.983","","","","","","","","","","","","","","","","","","93.759249","87.821898","",""
"Japan","JPN","2013","","","4.3392","","","","","","","","","","","","","","","","","","","","","","1.43","86.61","80.21","39.191","75.013","99.9212875366211","99.9655075073242","","100","99.99829","","","","","","","","","49.698","48.88477","","42.7093","93.8960564","88.077893","",""
"Kuwait","KWT","1979","75.54382","90.92381","82.0116","","16572","6280","","","","","","","","","","","","","","","","","","","5.452","70.97","68.215","105.793","158.958","97.0048217773438","98.3828735351563","58.0848083496094","100","99.35166","6.39444","10.38429","72.0920028686523","","83.2657012939453","","13.8606195449829","7.8685097694397","45.7761","45.58465","49.1876487731934","3.68794","79.5009138","71.3483724","",""
"Kuwait","KWT","2000","92.32883","90.34206","22.3212","","5212","6986","","","","","","","","","","","","","","","","","","","2.845","74.303","72.382","70.699","107.57","94.5432205200195","95.1297378540039","73.9092025756836","99.51688","99.72336","3.32303","3.35196","91.8490524291992","82.30239","90.3536605834961","81.71716","","","49.70617","49.52104","55.1924095153809","38.98673","85.5811768","80.8028454","100","100"
"Lebanon","LBN","1974","","","66.7874","","","","","","","","","","","","","","","","","","","","","","4.534","68.854","65.258","163.798","213.034","","","","","","","","","","","","","","49.7603","","","","72.7215318","65.1302178","",""
"St. Lucia","LCA","1996","","","74.7694","","","","","","","","","","","","","","","","","","","","","","2.772","73.971","71.206","158.852","207.737","","","83.4745788574219","","","","","","","","","29.0379009246826","11.5854597091675","","","","","79.7146296","70.1962114","",""
"Low income","LIC","1970","","","142.713172549784","","","","","","","","","","","","","","","","","","","","","","6.73668701720999","45.5974247635821","42.6483651655844","381.292992105176","440.472594028198","","","","","","15.72213","16.70407","15.51383","","23.26767","","2.57476997375488","4.85399007797241","37.91738","37.35512","","25.64387","39.2011022231379","33.2214640810604","",""
"Low income","LIC","2004","63.23367","71.45006","120.982238640147","","14200000","11300000","","","","","","","","","","","","","","","","","","","5.78122796060886","57.3346088009289","54.2053689301864","296.664347136703","346.68488813788","56.18032","58.88732","39.53656","74.4721","78.29793","13.90929","13.53531","25.16712","21.90672","36.24226","28.80116","4.01213979721069","7.49246978759766","40.72771","40.50124","30.88326","37.20512","54.9496357877564","48.2682957234073","",""
"Low & middle income","LMY","1982","","","76.332823279131","","71700000","39300000","","","","","","","","","","","","","","","","","","","4.09731932297253","62.6582671113527","59.0520632149075","196.223381340098","260.050817977104","66.56356","65.83279","45.33884","","","8.3449","9.93467","33.85277","","45.49389","","6.96448993682861","8.85988998413086","41.45897","41.73993","45.80327","44.60632","64.8846968231736","56.7442050511436","",""
"Lesotho","LSO","2014","88.86898","86.89823","90.4976","77.9","12767","15859","","","","","","","","","","","","","","","","","","","3.235","53.094","46.878","470.088","566.47","73.5002899169922","57.0232887268066","75.6693801879883","88.10427","84.70092","7.52778","9.92412","69.3635177612305","49.5348","51.15576171875","31.83446","12.8761100769043","9.0643196105957","57.28207","57.32367","55.6233215332031","59.58527","39.6996854","25.7527952","78.6272201538086","66.9488372802734"
"Late-demographic dividend","LTE","1974","","","36.0704962759801","","","","","","","","","","","","","","","","","","","","","","3.99545430094565","66.0196879673005","61.4470302112284","166.006650000966","237.388099211942","","","49.34723","","","","","","","","","7.04932022094727","6.71892023086548","45.43418","","","","69.4270819292424","59.119239780616","",""
"Moldova","MDA","1968","","","27.4422","","","","","","","","","","","","","","","","","","","","","","2.66","68.018","61.115","178.872","319.505","","","","","","","","","","","","","","","","","","70.0352616","54.263844","",""
