"Country Name","Country Code","Year","average_value_Grants, excluding technical cooperation (BoP, current US$)","average_value_Incidence of tuberculosis (per 100,000 people)","average_value_Maternal mortality ratio (modeled estimate, per 100,000 live births)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Net ODA received (% of GNI)","average_value_Net ODA received (% of gross capital formation)","average_value_Net ODA received (% of imports of goods, services and primary income)","average_value_Net ODA received per capita (current US$)","average_value_Net bilateral aid flows from DAC donors, Belgium (current US$)","average_value_Net bilateral aid flows from DAC donors, European Union institutions (current US$)","average_value_Net bilateral aid flows from DAC donors, Japan (current US$)","average_value_Net bilateral aid flows from DAC donors, Luxembourg (current US$)","average_value_Net bilateral aid flows from DAC donors, Netherlands (current US$)","average_value_Net bilateral aid flows from DAC donors, New Zealand (current US$)","average_value_Net bilateral aid flows from DAC donors, Norway (current US$)","average_value_Net bilateral aid flows from DAC donors, Poland (current US$)","average_value_Net bilateral aid flows from DAC donors, Portugal (current US$)","average_value_Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","average_value_Net bilateral aid flows from DAC donors, Slovenia (current US$)","average_value_Net bilateral aid flows from DAC donors, Sweden (current US$)","average_value_Net bilateral aid flows from DAC donors, Switzerland (current US$)","average_value_Net bilateral aid flows from DAC donors, Total (current US$)","average_value_Net bilateral aid flows from DAC donors, United Kingdom (current US$)","average_value_Net bilateral aid flows from DAC donors, United States (current US$)","average_value_Net migration","average_value_Net official aid received (constant 2018 US$)","average_value_Net official aid received (current US$)","average_value_Net official development assistance and official aid received (constant 2018 US$)","average_value_Net official development assistance and official aid received (current US$)","average_value_Net official development assistance received (constant 2018 US$)","average_value_Net official development assistance received (current US$)","average_value_Net official flows from UN agencies, FAO (current US$)","average_value_Net official flows from UN agencies, IAEA (current US$)","average_value_Net official flows from UN agencies, IFAD (current US$)","average_value_Net official flows from UN agencies, ILO (current US$)","average_value_Net official flows from UN agencies, UNAIDS (current US$)","average_value_Net official flows from UN agencies, UNDP (current US$)","average_value_Net official flows from UN agencies, UNFPA (current US$)","average_value_Net official flows from UN agencies, UNHCR (current US$)","average_value_Net official flows from UN agencies, UNICEF (current US$)","average_value_Net official flows from UN agencies, UNPBF (current US$)","average_value_Net official flows from UN agencies, UNTA (current US$)","average_value_Net official flows from UN agencies, WFP (current US$)","average_value_Net official flows from UN agencies, WHO (current US$)","average_value_Pregnant women receiving prenatal care (%)","average_value_Prevalence of HIV, total (% of population ages 15-49)","average_value_Primary completion rate, total (% of relevant age group)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Technical cooperation grants (BoP, current US$)","average_value_Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
"Guatemala","GTM","1993","84820000","","","70","1.9398943641945","11.1313627156219","6.94850159078981","22.3530306003651","2690000.05722046","16190000.5340576","37939998.626709","","11890000.3433228","19999.9995529652","4119999.88555908","","","","","1870000.00476837","2640000.10490417","196219999.495894","409999.996423721","72000000","","","","311339996.337891","218850006.103516","311339996.337891","218850006.103516","","","1230000.01907349","","","2589999.91416931","500000","4690000.05722046","2440000.05722046","","1139999.98569489","7380000.11444092","","","0.2","","0.86760002374649","92040000","45.5299987792969"
"Hong Kong SAR, China","HKG","1989","2820000","","","","0.0604801520914609","0.222628785410296","","7.14361065947114","50000.0007450581","2420000.07629395","4010000.22888184","","100000.001490116","","","","","","","","29999.9993294477","14090000.461787","400000.005960464","","","","","66760002.1362305","40619998.9318848","66760002.1362305","40619998.9318848","","","","","","9999.99977648258","29999.9993294477","26389999.3896484","","","100000.001490116","","","","","103.608879089355","","37760000",""
"Croatia","HRV","1985","","","","18.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDA total","IDA","1993","","","","154.50505359383","6.85527564752528","30.8749774200618","21.2870007576443","23.234868832651","205250000.204891","1730100001.35005","1973589991.01818","14870000.0289828","649669993.607327","31360000.4259497","355480003.042147","","144270002.972335","","","518569997.787476","241549999.99702","14726979973.0219","589690002.223477","1900000000","","","","29825739981.8301","20996089845.0911","29825739981.8301","20996089845.0911","","","48969999.7808784","","","357550001.218915","46789999.9991059","398119996.130467","386159999.109805","","120790000.356734","949769995.480776","","","2.34915934890707","","0.77946","","77.4238829561175"
"Jordan","JOR","1979","1267190000","","","57.8","44.1678109302834","141.602258383501","52.3037949604583","634.483907481212","129999.995231628","6630000.11444092","5280000.20980835","","140000.000596046","","","","","","","360000.014305115","779999.971389771","99970000.6358326","26930000.3051758","39000000","","","","3681520019.53125","1461290039.0625","3681520019.53125","1461290039.0625","","","","","","3240000.00953674","","","430000.007152557","","709999.978542328","11550000.1907349","","","","98.4375305175781","0.937290012836456","19240000",""
"Japan","JPN","2004","","27","7","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","12.5299997329712"
"Kenya","KEN","2007","930700000","618","545","68.3","4.17853600015979","20.3338151355944","12.8267110640695","34.345120966505","3740000.00953674","138479995.727539","57110000.6103516","270000.010728836","11039999.961853","779999.971389771","13020000.4577637","209999.993443489","19999.9995529652","59999.9986588955","","45509998.3215332","2279999.97138977","965579998.787492","111290000.915527","325220001.220703","-189330","","","1367869995.11719","1329359985.35156","1367869995.11719","1329359985.35156","","709999.978542328","5960000.03814697","","1679999.94754791","4400000.09536743","2369999.88555908","8159999.84741211","11020000.4577637","","2829999.92370605","11850000.3814697","","","6.2","","0.946319997310638","140060000","64.9300003051758"
"Kyrgyz Republic","KGZ","2017","401760000","124","60","20.1","6.34222844650531","18.3461612758889","8.44536322944387","75.016940598997","0","31870000.8392334","28440000.5340576","","59999.9986588955","","769999.980926514","129999.995231628","","9999.99977648258","0","50000.0007450581","26100000.3814697","190400001.11796","4579999.92370605","52360000.6103516","-20000","","","477950012.207031","464970001.220703","477950012.207031","464970001.220703","","170567.020773888","8277568.81713867","85479.9970984459","6899.99992027879","2237947.70240784","680307.447910309","805939.972400665","1274000.04863739","1443627.95352936","","9650.00037103891","665369.629859924","","0.2","101.556869506836","0.995329976081848","47030000","33.9800000190735"
"Korea, Rep.","KOR","1996","1830000.00000001","","","9.7","-0.0244889389372274","-0.0618997296222","-0.0839069381835663","-3.27075315248193","9999.99977648258","569999.992847443","-127940002.441406","","150000.005960464","","","","19999.9995529652","","","170000.001788139","","-148580002.298578","","-54000000","","","","-152660003.662109","-148899993.896484","-152660003.662109","-148899993.896484","","","","","","180000.007152557","9999.99977648258","","","","1320000.05245209","","","","","","1.01521003246307","144760000","29.0100002288818"
"Least developed countries: UN classification","LDC","1993","","","","164.143409006477","10.7248878390927","","38.6900805392482","27.1249536565465","173829999.782145","1349060001.13487","1194749985.03178","10240000.01885","477879995.789379","9270000.01259148","313130001.727492","","148550002.934411","","","423579999.55304","194909999.482334","10203219988.4336","414340001.84387","1423000000","","","","21292770135.1046","14906769865.9003","21292770135.1046","14906769865.9003","","","42389999.8627603","","","287660001.09911","34760000.0593811","292899998.992682","325249996.900558","","88870000.2208352","843209997.624159","","","2.58376968304344","43.8423500061035","0.76853","","81.4143179681863"
"Low income","LIC","1984","","","","","6.76616499305811","","","21.8669614693487","124770002.467558","404710002.183914","130640000.656247","","150989999.994636","19999.9995529652","36510000.0612438","","","","","62609999.3605167","53050000.3118068","2894739994.52405","96149999.3558973","550000000","","","","14329889936.4471","5430510004.75883","14329889936.4471","5430510004.75883","","","42820000.2610683","","","138770000.15974","14209999.9301136","132089998.695999","53940000.6830692","","24419999.7782707","210999999.519438","","","","44.4821510314941","0.72729","",""
"Lower middle income","LMC","1969","","","","","2.00623706613139","5.8902322889475","","2.44534255359044","11420000.3072619","40519999.9697506","135059998.497367","","14339999.6683002","","10660000.1640618","","","","","34859999.9845028","10749999.7913837","2667629995.59566","180770000.960678","1458000000","","","","18306729795.2138","2982519995.21442","18306729795.2138","2982519995.21442","","","","","","53550000.4850328","","1400000.00596046","","","9480000.02652407","26129999.9915063","","","","","","",""
"Late-demographic dividend","LTE","2000","","","62","33.5112402035593","0.267639836229571","1.03234846655942","0.88489843690133","4.33783070522548","79170000.9256601","2535660004.86165","3264479995.5152","23170000.0558049","214309997.254983","8639999.90187585","156970003.530383","","4039999.93391335","","","181140000.194311","118749999.564141","11758390029.8588","285270004.747436","1567030019.55338","","7155250029.32549","4479100001.21594","18858430053.4725","13350510052.0849","11703180024.147","8871410050.86899","","","35710000.2057851","","","53899999.499321","17989999.8251349","119809996.217489","45910000.2348423","","54800000.1925975","33450000.6455929","","88.3436593535149","","94.3853988647461","0.97827","","53.6361141929615"
"Morocco","MAR","1980","136240000","","","132.3","5.45507388125668","17.6006489139748","19.9901538915406","58.0710163778995","14159999.8474121","11649999.6185303","4050000.19073486","","800000.011920929","","109999.999403954","","","","","","39999.9991059303","199409993.266686","159999.996423721","19000000","","","","2648459960.9375","1160839965.82031","2648459960.9375","1160839965.82031","","","4139999.8664856","","","4880000.11444092","1389999.98569489","","1480000.01907349","","379999.995231628","","","","","42.2998809814453","0.608690023422241","122550000",""
"Maldives","MDV","1961","240000","","","","","","","2.81604703300469","","","","","","","","","","","","","","239999.994635582","239999.994635582","","","","","2460000.03814697","259999.990463257","2460000.03814697","259999.990463257","","","","","","","","","","","","","","","","","","20000",""
"Marshall Islands","MHL","2010","21120000","428","","38.7","12.7454706060084","38.0082058467929","13.9102701347616","442.327146522876","","550000.011920929","12590000.1525879","","","90000.0035762787","","","","","","","","24589999.7148663","","9689999.5803833","","","","23750000","24930000.3051758","23750000","24930000.3051758","","","","","","","","","","","","","","","","","","3810000",""
"Middle income","MIC","1996","","","","82.8388209721367","0.622204247633655","2.34159489508033","2.43882102024766","7.38108220771865","232850006.103516","3419060058.59375","6477470214.84375","34619998.9318848","1095530029.29688","54130001.0681152","558760009.765625","","67580001.8310547","","","814380004.882813","366500000","26910740526.1994","1043260009.76563","2693000000","","2787449951.17188","2094159912.10938","42091860107.4219","34368589599.6094","39304410156.25","32274429687.5","","","105270004.272461","","","251350006.103516","133899993.896484","172520004.272461","449360015.869141","","122849998.474121","164190002.441406","","","","82.1639175415039","0.89208","","60.7607452899432"
"North America","NAC","1991","","","","10.6","-0.0000705352204696","-0.000347755363029","-0.0005137557082313","-0.0167925244139093","","","","","","","","","","","","","","-4790000.17233193","29999.9993294477","","","","","-6860000.1335144","-4719999.79019165","-6860000.1335144","-4719999.79019165","","","","","","70000.0002980232","","","","","","","","","","","0.99796","","5.72989883041959"
"Nigeria","NGA","1960","16310000","","","","0.78203911766887","","","0.723108395582135","","","","","","","","","","","","","","32170000.4599989","29020000.4577637","3000000","","","","313390014.648438","32639999.3896484","313390014.648438","32639999.3896484","","","","","","","","","","","","","","","","","","470000",""
"Nepal","NPL","2019","593370000","238","","30.8","3.93962999287662","9.61938468600364","9.71004879914194","47.563827673993","289999.99165535","49349998.4741211","126519996.643066","2759999.99046326","50000.0007450581","990000.009536743","25600000.3814697","200000.002980232","0","39999.9991059303","","1899999.97615814","37729999.5422363","603549993.094056","114919998.168945","150690002.441406","","","","1381459960.9375","1360739990.23438","1381459960.9375","1360739990.23438","364857.733249664","414013.028144836","12714226.7227173","2112819.91004944","186816.304922104","7147308.34960938","3118018.86558533","4963415.62271118","35068000.793457","","","1801778.43570709","3763460.39772034","88.8","0.1","120.447341918945","1.04648995399475","118200000","76.3100013732911"
"New Zealand","NZL","1975","","","","18.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9363174438477","0.993099987506866","",""
"Pre-demographic dividend","PRE","1994","","","","175.869730978409","11.5677356419112","38.7271880205839","22.7162518545167","30.9020388969701","145989999.637008","1366070004.4632","893089993.374422","9180000.00715256","390430003.300309","1459999.99716878","273259999.571368","","141300001.777708","","","310960001.952946","143790002.182126","9522639976.41392","429979997.748509","1102000000","","","","19809959862.0534","14445629894.7185","19809959862.0534","14445629894.7185","","","29580000.3614277","","","174779998.958111","38999999.9962747","409880005.188286","289150001.108646","","49120000.3623962","691759999.278933","","","3.08320206277055","53.9761085510254","0.78466","","82.603496199536"
"Post-demographic dividend","PST","1993","","","","9.50777264290265","0.0008566785906511","0.0036599062302696","0.0041831399802848","0.181953028530054","13740000.1008064","239999999.523163","29830000.3688782","489999.998360871","19149999.7004866","9999.99977648258","4110000.0180304","","","","","5329999.90694225","12530000.2060831","1053230001.91711","27309999.7639656","146000000","","1367789978.02734","954840000.152587","1617399981.2156","1133949999.51124","249610003.188253","179109999.358654","","","0","","","3490000.05237758","1159999.96103347","22840000.7523596","4489999.97973442","","7000000.02421438","9340000.18984079","","","","96.9564514160156","1.00381","","11.2295191529836"
"Rwanda","RWA","2001","183210000","83","1100","166.4","15.6802457818442","121.168133552651","","37.0130545139025","11439999.5803833","44799999.2370605","1039999.96185303","1789999.96185303","19159999.8474121","109999.999403954","2029999.97138977","","","","","8430000.30517578","3490000.00953674","193709997.175261","36759998.3215332","31079999.9237061","","","","467720001.220703","304660003.662109","467720001.220703","304660003.662109","","","4449999.80926514","","","2720000.02861023","1559999.94277954","7429999.82833862","2779999.97138977","","1490000.00953674","4360000.1335144","","","4.3","26.4284400939941","0.963789999485016","57670000","89.4099998474121"
"Rwanda","RWA","2013","922260000","66","308","47.6","14.1373800086828","56.862763400365","41.1380506161311","100.475070157687","47580001.8310547","119379997.253418","49860000.6103516","2259999.99046326","49580001.8310547","","2220000.02861023","140000.000596046","819999.992847443","9999.99977648258","79999.9982118607","29649999.6185303","6090000.15258789","686509994.788095","161649993.896484","155889999.389648","","","","1042380004.88281","1086290039.0625","1042380004.88281","1086290039.0625","276071.012020111","","14859999.6566772","435529.172420502","810432.493686676","8305480.00335693","3361546.0395813","7391273.021698","10305885.3149414","","","2608593.22547913","1581479.66861725","99.4","3.1","69.1487808227539","1.03242003917694","105140000","71.1599979400635"
"Saudi Arabia","SAU","1992","690000","","","37.9","0.0359312165623338","0.158225898333472","0.077358816989365","2.88207523837967","","","41819999.6948242","","","","","","","","","","","48149999.8867512","","","-110000","","","52639999.3896484","49810001.373291","52639999.3896484","49810001.373291","","","","","","-39999.9991059303","","300000.011920929","","","709999.978542328","","","","0.1","","","12170000","6.00000008940697"
"Sudan","SDN","1978","126170000","","","147.8","4.96052492437448","35.7803543361686","40.691541507255","27.9732044538172","519999.980926514","11470000.2670288","23170000.0762939","","15960000.038147","","6500000","","","","","1179999.94754791","430000.007152557","124570001.550019","13569999.6948242","10000000","","","","1064880004.88281","377929992.675781","1064880004.88281","377929992.675781","","","","","","7010000.22888184","","3329999.92370605","3150000.09536743","","1879999.99523163","9399999.61853027","","","","","","55780000",""
